name,rating,rate_date,nations,rank
S.L. Campbell,585,05/08/2000,WI,33
A. Ranatunga,582,05/08/2000,SL,34
"Ijaz Ahmed, sen.",574,05/08/2000,PAK,35
W.W. Hinds,564,05/08/2000,WI,36
J.N. Rhodes,557,05/08/2000,SA,37
C.L. Hooper,547,05/08/2000,WI,38
G.P. Thorpe,544,05/08/2000,ENG,39
M.V. Boucher,507,05/08/2000,SA,40
H.P. Tillekeratne,486,05/08/2000,SL,41
M.R. Ramprakash,478,05/08/2000,ENG,42
Moin Khan,476,05/08/2000,PAK,43
G.A. Hick,476,05/08/2000,ENG,43
H.H. Gibbs,475,05/08/2000,SA,45
Wasim Akram,473,05/08/2000,PAK,46
R.P. Arnold,469,05/08/2000,SL,47
M.A. Butcher,456,05/08/2000,ENG,48
A.C. Parore,447,05/08/2000,NZ,49
G.J. Whittall,445,05/08/2000,ZIM,50
V.V.S. Laxman,445,05/08/2000,IND,50
M.J. Horne,439,05/08/2000,NZ,52
J.P. Crawley,437,05/08/2000,ENG,53
M.P. Vaughan,432,05/08/2000,ENG,54
Shahid Afridi,429,05/08/2000,PAK,55
C.M. Spearman,421,05/08/2000,NZ,56
S.M. Pollock,420,05/08/2000,SA,57
Younus Khan,406,05/08/2000,PAK,58
M.T.G. Elliott,405,05/08/2000,AUS,59
D.R. Martyn,402,05/08/2000,AUS,60
G.W. Flower,402,05/08/2000,ZIM,60
Azhar Mahmood,396,05/08/2000,PAK,62
A.F.G. Griffith,391,05/08/2000,WI,63
M.S. Sinclair,382,05/08/2000,NZ,64
R.S. Kaluwitharana,378,05/08/2000,SL,65
S.C. Williams,370,05/08/2000,WI,66
A.D.R. Campbell,355,05/08/2000,ZIM,67
R.D. Jacobs,351,05/08/2000,WI,68
P.A. Strang,339,05/08/2000,ZIM,69
G.J. Rennie,335,05/08/2000,ZIM,70
N.R. Mongia,326,05/08/2000,IND,71
N.V. Knight,317,05/08/2000,ENG,72
J.R. Murray,308,05/08/2000,WI,73
A.J. Tudor,305,05/08/2000,ENG,74
A. Kumble,302,05/08/2000,IND,75
Imran Nazir,297,05/08/2000,PAK,76
T.M. Dilshan,295,05/08/2000,SL,77
N. Boje,293,05/08/2000,SA,78
D.J. Nash,290,05/08/2000,NZ,79
W.P.U.J.C. Vaas,281,05/08/2000,SL,80
S.K. Warne,279,05/08/2000,AUS,81
D.L. Vettori,273,05/08/2000,NZ,82
H.D.P.K. Dharmasena,267,05/08/2000,SL,83
A. Flintoff,266,05/08/2000,ENG,84
C.Z. Harris,262,05/08/2000,NZ,85
D.G. Cork,254,05/08/2000,ENG,86
N.A.M. McLean,246,05/08/2000,WI,87
R.R. Sarwan,245,05/08/2000,WI,88
Abdul Razzaq,236,05/08/2000,PAK,89
C. White,230,05/08/2000,ENG,90
D.S. Lehmann,229,05/08/2000,AUS,91
A.R. Caddick,227,05/08/2000,ENG,92
D.W. Fleming,226,05/08/2000,AUS,93
H.H. Streak,221,05/08/2000,ZIM,94
Rashid Latif,215,05/08/2000,PAK,95
J. Srinath,211,05/08/2000,IND,96
S.V. Carlisle,208,05/08/2000,ZIM,97
B.C. Strang,208,05/08/2000,ZIM,97
C.B. Wishart,207,05/08/2000,ZIM,99
R.D.B. Croft,198,05/08/2000,ENG,100
S.R. Tendulkar,862,10/08/2000,IND,1
S.R. Waugh,820,10/08/2000,AUS,2
B.C. Lara,806,10/08/2000,WI,3
Saeed Anwar,799,10/08/2000,PAK,4
R.T. Ponting,791,10/08/2000,AUS,5
Inzamam-ul-Haq,777,10/08/2000,PAK,6
J.L. Langer,749,10/08/2000,AUS,7
A.J. Stewart,715,10/08/2000,ENG,8
A. Flower,714,10/08/2000,ZIM,9
D.P.M.D. Jayawardena,704,10/08/2000,SL,10
J.H. Kallis,699,10/08/2000,SA,11
D.J. Cullinan,683,10/08/2000,SA,12
P.A. de Silva,676,10/08/2000,SL,13
C.D. McMillan,675,10/08/2000,NZ,14
M.J. Slater,667,10/08/2000,AUS,15
C.L. Cairns,664,10/08/2000,NZ,16
R. Dravid,661,10/08/2000,IND,17
N. Hussain,655,10/08/2000,ENG,18
S.T. Jayasuriya,653,10/08/2000,SL,19
A.C. Gilchrist,647,10/08/2000,AUS,20
M.E. Waugh,640,10/08/2000,AUS,21
L. Klusener,640,10/08/2000,SA,21
M.S. Atapattu,637,10/08/2000,SL,23
S. Chanderpaul,633,10/08/2000,WI,24
G. Kirsten,633,10/08/2000,SA,24
N.J. Astle,628,10/08/2000,NZ,26
M.A. Atherton,627,10/08/2000,ENG,27
S.C. Ganguly,624,10/08/2000,IND,28
Mohammad Yousuf,618,10/08/2000,PAK,29
S.P. Fleming,616,10/08/2000,NZ,30
J.C. Adams,601,10/08/2000,WI,31
S. Ramesh,599,10/08/2000,IND,32
S.L. Campbell,585,10/08/2000,WI,33
A. Ranatunga,584,10/08/2000,SL,34
"Ijaz Ahmed, sen.",574,10/08/2000,PAK,35
W.W. Hinds,564,10/08/2000,WI,36
J.N. Rhodes,563,10/08/2000,SA,37
C.L. Hooper,547,10/08/2000,WI,38
G.P. Thorpe,544,10/08/2000,ENG,39
M.V. Boucher,491,10/08/2000,SA,40
H.P. Tillekeratne,482,10/08/2000,SL,41
R.P. Arnold,479,10/08/2000,SL,42
M.R. Ramprakash,478,10/08/2000,ENG,43
Moin Khan,476,10/08/2000,PAK,44
G.A. Hick,476,10/08/2000,ENG,44
Wasim Akram,473,10/08/2000,PAK,46
H.H. Gibbs,471,10/08/2000,SA,47
M.A. Butcher,456,10/08/2000,ENG,48
A.C. Parore,447,10/08/2000,NZ,49
G.J. Whittall,445,10/08/2000,ZIM,50
V.V.S. Laxman,445,10/08/2000,IND,50
M.J. Horne,439,10/08/2000,NZ,52
J.P. Crawley,437,10/08/2000,ENG,53
M.P. Vaughan,432,10/08/2000,ENG,54
Shahid Afridi,429,10/08/2000,PAK,55
C.M. Spearman,421,10/08/2000,NZ,56
S.M. Pollock,419,10/08/2000,SA,57
Younus Khan,406,10/08/2000,PAK,58
M.T.G. Elliott,405,10/08/2000,AUS,59
D.R. Martyn,402,10/08/2000,AUS,60
G.W. Flower,402,10/08/2000,ZIM,60
Azhar Mahmood,396,10/08/2000,PAK,62
A.F.G. Griffith,391,10/08/2000,WI,63
M.S. Sinclair,382,10/08/2000,NZ,64
R.S. Kaluwitharana,375,10/08/2000,SL,65
S.C. Williams,370,10/08/2000,WI,66
A.D.R. Campbell,355,10/08/2000,ZIM,67
R.D. Jacobs,351,10/08/2000,WI,68
P.A. Strang,339,10/08/2000,ZIM,69
G.J. Rennie,335,10/08/2000,ZIM,70
N.R. Mongia,326,10/08/2000,IND,71
N. Boje,324,10/08/2000,SA,72
N.V. Knight,317,10/08/2000,ENG,73
J.R. Murray,308,10/08/2000,WI,74
A.J. Tudor,305,10/08/2000,ENG,75
A. Kumble,302,10/08/2000,IND,76
Imran Nazir,297,10/08/2000,PAK,77
T.M. Dilshan,292,10/08/2000,SL,78
D.J. Nash,290,10/08/2000,NZ,79
S.K. Warne,279,10/08/2000,AUS,80
W.P.U.J.C. Vaas,275,10/08/2000,SL,81
D.L. Vettori,273,10/08/2000,NZ,82
A. Flintoff,266,10/08/2000,ENG,83
H.D.P.K. Dharmasena,264,10/08/2000,SL,84
C.Z. Harris,262,10/08/2000,NZ,85
D.G. Cork,254,10/08/2000,ENG,86
N.A.M. McLean,246,10/08/2000,WI,87
R.R. Sarwan,245,10/08/2000,WI,88
Abdul Razzaq,236,10/08/2000,PAK,89
C. White,230,10/08/2000,ENG,90
D.S. Lehmann,229,10/08/2000,AUS,91
A.R. Caddick,227,10/08/2000,ENG,92
D.W. Fleming,226,10/08/2000,AUS,93
H.H. Streak,221,10/08/2000,ZIM,94
Rashid Latif,215,10/08/2000,PAK,95
J. Srinath,211,10/08/2000,IND,96
S.V. Carlisle,208,10/08/2000,ZIM,97
B.C. Strang,208,10/08/2000,ZIM,97
C.B. Wishart,207,10/08/2000,ZIM,99
U.D.U. Chandana,200,10/08/2000,SL,100
S.R. Tendulkar,862,13/08/2000,IND,1
S.R. Waugh,820,13/08/2000,AUS,2
B.C. Lara,809,13/08/2000,WI,3
Saeed Anwar,799,13/08/2000,PAK,4
R.T. Ponting,791,13/08/2000,AUS,5
Inzamam-ul-Haq,777,13/08/2000,PAK,6
J.L. Langer,749,13/08/2000,AUS,7
A.J. Stewart,747,13/08/2000,ENG,8
A. Flower,714,13/08/2000,ZIM,9
D.P.M.D. Jayawardena,704,13/08/2000,SL,10
J.H. Kallis,699,13/08/2000,SA,11
D.J. Cullinan,683,13/08/2000,SA,12
P.A. de Silva,676,13/08/2000,SL,13
C.D. McMillan,675,13/08/2000,NZ,14
M.J. Slater,667,13/08/2000,AUS,15
C.L. Cairns,664,13/08/2000,NZ,16
R. Dravid,661,13/08/2000,IND,17
S.T. Jayasuriya,653,13/08/2000,SL,18
N. Hussain,647,13/08/2000,ENG,19
A.C. Gilchrist,647,13/08/2000,AUS,19
M.E. Waugh,640,13/08/2000,AUS,21
L. Klusener,640,13/08/2000,SA,21
M.S. Atapattu,637,13/08/2000,SL,23
G. Kirsten,633,13/08/2000,SA,24
N.J. Astle,628,13/08/2000,NZ,25
S. Chanderpaul,627,13/08/2000,WI,26
S.C. Ganguly,624,13/08/2000,IND,27
Mohammad Yousuf,618,13/08/2000,PAK,28
S.P. Fleming,616,13/08/2000,NZ,29
M.A. Atherton,611,13/08/2000,ENG,30
J.C. Adams,601,13/08/2000,WI,31
S. Ramesh,599,13/08/2000,IND,32
S.L. Campbell,575,13/08/2000,WI,33
"Ijaz Ahmed, sen.",574,13/08/2000,PAK,34
W.W. Hinds,543,13/08/2000,WI,35
C.L. Hooper,542,13/08/2000,WI,36
G.P. Thorpe,527,13/08/2000,ENG,37
M.V. Boucher,491,13/08/2000,SA,38
H.P. Tillekeratne,482,13/08/2000,SL,39
R.P. Arnold,479,13/08/2000,SL,40
Moin Khan,476,13/08/2000,PAK,41
Wasim Akram,473,13/08/2000,PAK,42
M.R. Ramprakash,473,13/08/2000,ENG,42
G.A. Hick,471,13/08/2000,ENG,44
H.H. Gibbs,471,13/08/2000,SA,44
M.A. Butcher,452,13/08/2000,ENG,46
A.C. Parore,447,13/08/2000,NZ,47
G.J. Whittall,445,13/08/2000,ZIM,48
M.P. Vaughan,445,13/08/2000,ENG,48
V.V.S. Laxman,445,13/08/2000,IND,48
M.J. Horne,439,13/08/2000,NZ,51
J.P. Crawley,433,13/08/2000,ENG,52
Shahid Afridi,429,13/08/2000,PAK,53
C.M. Spearman,421,13/08/2000,NZ,54
S.M. Pollock,419,13/08/2000,SA,55
M.E. Trescothick,418,13/08/2000,ENG,56
Younus Khan,406,13/08/2000,PAK,57
M.T.G. Elliott,405,13/08/2000,AUS,58
D.R. Martyn,402,13/08/2000,AUS,59
G.W. Flower,402,13/08/2000,ZIM,59
Azhar Mahmood,396,13/08/2000,PAK,61
A.F.G. Griffith,393,13/08/2000,WI,62
M.S. Sinclair,382,13/08/2000,NZ,63
R.S. Kaluwitharana,375,13/08/2000,SL,64
S.C. Williams,366,13/08/2000,WI,65
R.D. Jacobs,364,13/08/2000,WI,66
A.D.R. Campbell,355,13/08/2000,ZIM,67
P.A. Strang,339,13/08/2000,ZIM,68
G.J. Rennie,335,13/08/2000,ZIM,69
N.R. Mongia,326,13/08/2000,IND,70
N. Boje,324,13/08/2000,SA,71
N.V. Knight,314,13/08/2000,ENG,72
J.R. Murray,305,13/08/2000,WI,73
A. Kumble,302,13/08/2000,IND,74
A.J. Tudor,302,13/08/2000,ENG,74
Imran Nazir,297,13/08/2000,PAK,76
T.M. Dilshan,292,13/08/2000,SL,77
D.J. Nash,290,13/08/2000,NZ,78
S.K. Warne,279,13/08/2000,AUS,79
R.R. Sarwan,278,13/08/2000,WI,80
W.P.U.J.C. Vaas,275,13/08/2000,SL,81
D.L. Vettori,273,13/08/2000,NZ,82
A. Flintoff,264,13/08/2000,ENG,83
H.D.P.K. Dharmasena,264,13/08/2000,SL,83
C.Z. Harris,262,13/08/2000,NZ,85
D.G. Cork,256,13/08/2000,ENG,86
N.A.M. McLean,244,13/08/2000,WI,87
Abdul Razzaq,236,13/08/2000,PAK,88
D.S. Lehmann,229,13/08/2000,AUS,89
D.W. Fleming,226,13/08/2000,AUS,90
H.H. Streak,221,13/08/2000,ZIM,91
A.R. Caddick,221,13/08/2000,ENG,91
R.D.B. Croft,220,13/08/2000,ENG,93
Rashid Latif,215,13/08/2000,PAK,94
J. Srinath,211,13/08/2000,IND,95
S.V. Carlisle,208,13/08/2000,ZIM,96
B.C. Strang,208,13/08/2000,ZIM,96
C.B. Wishart,207,13/08/2000,ZIM,98
F.A. Rose,201,13/08/2000,WI,99
D. Gough,200,13/08/2000,ENG,100
S.R. Tendulkar,862,21/08/2000,IND,1
S.R. Waugh,820,21/08/2000,AUS,2
Saeed Anwar,799,21/08/2000,PAK,3
R.T. Ponting,791,21/08/2000,AUS,4
Inzamam-ul-Haq,777,21/08/2000,PAK,5
B.C. Lara,769,21/08/2000,WI,6
J.L. Langer,749,21/08/2000,AUS,7
A.J. Stewart,730,21/08/2000,ENG,8
A. Flower,714,21/08/2000,ZIM,9
D.P.M.D. Jayawardena,704,21/08/2000,SL,10
J.H. Kallis,699,21/08/2000,SA,11
D.J. Cullinan,683,21/08/2000,SA,12
P.A. de Silva,676,21/08/2000,SL,13
C.D. McMillan,675,21/08/2000,NZ,14
M.J. Slater,667,21/08/2000,AUS,15
C.L. Cairns,664,21/08/2000,NZ,16
R. Dravid,661,21/08/2000,IND,17
S.T. Jayasuriya,653,21/08/2000,SL,18
A.C. Gilchrist,647,21/08/2000,AUS,19
N. Hussain,643,21/08/2000,ENG,20
M.E. Waugh,640,21/08/2000,AUS,21
L. Klusener,640,21/08/2000,SA,21
M.S. Atapattu,637,21/08/2000,SL,23
G. Kirsten,633,21/08/2000,SA,24
N.J. Astle,628,21/08/2000,NZ,25
S.C. Ganguly,624,21/08/2000,IND,26
S. Chanderpaul,620,21/08/2000,WI,27
Mohammad Yousuf,618,21/08/2000,PAK,28
S.P. Fleming,616,21/08/2000,NZ,29
S. Ramesh,599,21/08/2000,IND,30
M.A. Atherton,599,21/08/2000,ENG,30
J.C. Adams,584,21/08/2000,WI,32
"Ijaz Ahmed, sen.",574,21/08/2000,PAK,33
S.L. Campbell,555,21/08/2000,WI,34
G.P. Thorpe,548,21/08/2000,ENG,35
M.P. Vaughan,544,21/08/2000,ENG,36
C.L. Hooper,536,21/08/2000,WI,37
G.A. Hick,506,21/08/2000,ENG,38
W.W. Hinds,504,21/08/2000,WI,39
M.V. Boucher,491,21/08/2000,SA,40
H.P. Tillekeratne,482,21/08/2000,SL,41
R.P. Arnold,479,21/08/2000,SL,42
Moin Khan,476,21/08/2000,PAK,43
Wasim Akram,473,21/08/2000,PAK,44
H.H. Gibbs,471,21/08/2000,SA,45
M.R. Ramprakash,468,21/08/2000,ENG,46
M.A. Butcher,447,21/08/2000,ENG,47
A.C. Parore,447,21/08/2000,NZ,47
G.J. Whittall,445,21/08/2000,ZIM,49
V.V.S. Laxman,445,21/08/2000,IND,49
M.J. Horne,439,21/08/2000,NZ,51
Shahid Afridi,429,21/08/2000,PAK,52
J.P. Crawley,428,21/08/2000,ENG,53
C.M. Spearman,421,21/08/2000,NZ,54
S.M. Pollock,419,21/08/2000,SA,55
Younus Khan,406,21/08/2000,PAK,56
M.T.G. Elliott,405,21/08/2000,AUS,57
G.W. Flower,402,21/08/2000,ZIM,58
D.R. Martyn,402,21/08/2000,AUS,58
Azhar Mahmood,396,21/08/2000,PAK,60
R.R. Sarwan,396,21/08/2000,WI,60
A.F.G. Griffith,383,21/08/2000,WI,62
M.S. Sinclair,382,21/08/2000,NZ,63
R.S. Kaluwitharana,375,21/08/2000,SL,64
R.D. Jacobs,375,21/08/2000,WI,64
S.C. Williams,362,21/08/2000,WI,66
A.D.R. Campbell,355,21/08/2000,ZIM,67
P.A. Strang,339,21/08/2000,ZIM,68
G.J. Rennie,335,21/08/2000,ZIM,69
N.R. Mongia,326,21/08/2000,IND,70
M.E. Trescothick,325,21/08/2000,ENG,71
N. Boje,324,21/08/2000,SA,72
N.V. Knight,311,21/08/2000,ENG,73
J.R. Murray,302,21/08/2000,WI,74
A. Kumble,302,21/08/2000,IND,74
A.J. Tudor,299,21/08/2000,ENG,76
Imran Nazir,297,21/08/2000,PAK,77
T.M. Dilshan,292,21/08/2000,SL,78
D.J. Nash,290,21/08/2000,NZ,79
S.K. Warne,279,21/08/2000,AUS,80
W.P.U.J.C. Vaas,275,21/08/2000,SL,81
D.L. Vettori,273,21/08/2000,NZ,82
H.D.P.K. Dharmasena,264,21/08/2000,SL,83
D.G. Cork,263,21/08/2000,ENG,84
C.Z. Harris,262,21/08/2000,NZ,85
A. Flintoff,261,21/08/2000,ENG,86
Abdul Razzaq,236,21/08/2000,PAK,87
D.S. Lehmann,229,21/08/2000,AUS,88
D.W. Fleming,226,21/08/2000,AUS,89
N.A.M. McLean,222,21/08/2000,WI,90
H.H. Streak,221,21/08/2000,ZIM,91
R.D.B. Croft,218,21/08/2000,ENG,92
A.R. Caddick,218,21/08/2000,ENG,92
Rashid Latif,215,21/08/2000,PAK,94
J. Srinath,211,21/08/2000,IND,95
B.C. Strang,208,21/08/2000,ZIM,96
S.V. Carlisle,208,21/08/2000,ZIM,96
C.B. Wishart,207,21/08/2000,ZIM,98
U.D.U. Chandana,200,21/08/2000,SL,99
M.L. Hayden,197,21/08/2000,AUS,100
S.R. Tendulkar,862,07/09/2000,IND,1
S.R. Waugh,820,07/09/2000,AUS,2
Saeed Anwar,799,07/09/2000,PAK,3
R.T. Ponting,791,07/09/2000,AUS,4
Inzamam-ul-Haq,777,07/09/2000,PAK,5
B.C. Lara,755,07/09/2000,WI,6
J.L. Langer,749,07/09/2000,AUS,7
A. Flower,714,07/09/2000,ZIM,8
A.J. Stewart,708,07/09/2000,ENG,9
D.P.M.D. Jayawardena,704,07/09/2000,SL,10
J.H. Kallis,699,07/09/2000,SA,11
M.A. Atherton,693,07/09/2000,ENG,12
D.J. Cullinan,683,07/09/2000,SA,13
P.A. de Silva,676,07/09/2000,SL,14
C.D. McMillan,675,07/09/2000,NZ,15
M.J. Slater,667,07/09/2000,AUS,16
C.L. Cairns,664,07/09/2000,NZ,17
R. Dravid,661,07/09/2000,IND,18
S.T. Jayasuriya,653,07/09/2000,SL,19
A.C. Gilchrist,647,07/09/2000,AUS,20
L. Klusener,640,07/09/2000,SA,21
M.E. Waugh,640,07/09/2000,AUS,21
M.S. Atapattu,637,07/09/2000,SL,23
G. Kirsten,633,07/09/2000,SA,24
N.J. Astle,628,07/09/2000,NZ,25
S.C. Ganguly,624,07/09/2000,IND,26
Mohammad Yousuf,618,07/09/2000,PAK,27
S.P. Fleming,616,07/09/2000,NZ,28
S. Chanderpaul,614,07/09/2000,WI,29
N. Hussain,609,07/09/2000,ENG,30
S. Ramesh,599,07/09/2000,IND,31
"Ijaz Ahmed, sen.",574,07/09/2000,PAK,32
J.C. Adams,562,07/09/2000,WI,33
S.L. Campbell,557,07/09/2000,WI,34
G.P. Thorpe,551,07/09/2000,ENG,35
C.L. Hooper,531,07/09/2000,WI,36
M.P. Vaughan,502,07/09/2000,ENG,37
M.V. Boucher,491,07/09/2000,SA,38
G.A. Hick,487,07/09/2000,ENG,39
H.P. Tillekeratne,482,07/09/2000,SL,40
R.P. Arnold,479,07/09/2000,SL,41
Moin Khan,476,07/09/2000,PAK,42
Wasim Akram,473,07/09/2000,PAK,43
H.H. Gibbs,471,07/09/2000,SA,44
W.W. Hinds,466,07/09/2000,WI,45
M.R. Ramprakash,464,07/09/2000,ENG,46
A.C. Parore,447,07/09/2000,NZ,47
V.V.S. Laxman,445,07/09/2000,IND,48
G.J. Whittall,445,07/09/2000,ZIM,48
M.A. Butcher,443,07/09/2000,ENG,50
M.E. Trescothick,442,07/09/2000,ENG,51
M.J. Horne,439,07/09/2000,NZ,52
Shahid Afridi,429,07/09/2000,PAK,53
J.P. Crawley,424,07/09/2000,ENG,54
C.M. Spearman,421,07/09/2000,NZ,55
S.M. Pollock,419,07/09/2000,SA,56
Younus Khan,406,07/09/2000,PAK,57
M.T.G. Elliott,405,07/09/2000,AUS,58
D.R. Martyn,402,07/09/2000,AUS,59
G.W. Flower,402,07/09/2000,ZIM,59
R.R. Sarwan,398,07/09/2000,WI,61
Azhar Mahmood,396,07/09/2000,PAK,62
R.D. Jacobs,386,07/09/2000,WI,63
M.S. Sinclair,382,07/09/2000,NZ,64
R.S. Kaluwitharana,375,07/09/2000,SL,65
A.F.G. Griffith,375,07/09/2000,WI,65
S.C. Williams,359,07/09/2000,WI,67
A.D.R. Campbell,355,07/09/2000,ZIM,68
P.A. Strang,339,07/09/2000,ZIM,69
G.J. Rennie,335,07/09/2000,ZIM,70
N.R. Mongia,326,07/09/2000,IND,71
N. Boje,324,07/09/2000,SA,72
N.V. Knight,308,07/09/2000,ENG,73
A. Kumble,302,07/09/2000,IND,74
J.R. Murray,299,07/09/2000,WI,75
Imran Nazir,297,07/09/2000,PAK,76
A.J. Tudor,296,07/09/2000,ENG,77
T.M. Dilshan,292,07/09/2000,SL,78
D.J. Nash,290,07/09/2000,NZ,79
N.A.M. McLean,281,07/09/2000,WI,80
S.K. Warne,279,07/09/2000,AUS,81
W.P.U.J.C. Vaas,275,07/09/2000,SL,82
D.L. Vettori,273,07/09/2000,NZ,83
D.G. Cork,268,07/09/2000,ENG,84
H.D.P.K. Dharmasena,264,07/09/2000,SL,85
C.Z. Harris,262,07/09/2000,NZ,86
A. Flintoff,258,07/09/2000,ENG,87
Abdul Razzaq,236,07/09/2000,PAK,88
D.S. Lehmann,229,07/09/2000,AUS,89
D.W. Fleming,226,07/09/2000,AUS,90
H.H. Streak,221,07/09/2000,ZIM,91
R.D.B. Croft,216,07/09/2000,ENG,92
Rashid Latif,215,07/09/2000,PAK,93
J. Srinath,211,07/09/2000,IND,94
B.C. Strang,208,07/09/2000,ZIM,95
S.V. Carlisle,208,07/09/2000,ZIM,95
C.B. Wishart,207,07/09/2000,ZIM,97
A.R. Caddick,206,07/09/2000,ENG,98
U.D.U. Chandana,200,07/09/2000,SL,99
M.L. Hayden,197,07/09/2000,AUS,100
S.R. Tendulkar,862,19/09/2000,IND,1
S.R. Waugh,820,19/09/2000,AUS,2
Saeed Anwar,799,19/09/2000,PAK,3
R.T. Ponting,791,19/09/2000,AUS,4
Inzamam-ul-Haq,777,19/09/2000,PAK,5
B.C. Lara,755,19/09/2000,WI,6
J.L. Langer,749,19/09/2000,AUS,7
A.J. Stewart,708,19/09/2000,ENG,8
D.P.M.D. Jayawardena,704,19/09/2000,SL,9
C.D. McMillan,702,19/09/2000,NZ,10
J.H. Kallis,699,19/09/2000,SA,11
A. Flower,696,19/09/2000,ZIM,12
M.A. Atherton,693,19/09/2000,ENG,13
D.J. Cullinan,683,19/09/2000,SA,14
P.A. de Silva,676,19/09/2000,SL,15
M.J. Slater,667,19/09/2000,AUS,16
R. Dravid,661,19/09/2000,IND,17
C.L. Cairns,658,19/09/2000,NZ,18
S.T. Jayasuriya,653,19/09/2000,SL,19
A.C. Gilchrist,647,19/09/2000,AUS,20
M.E. Waugh,640,19/09/2000,AUS,21
L. Klusener,640,19/09/2000,SA,21
M.S. Atapattu,637,19/09/2000,SL,23
G. Kirsten,633,19/09/2000,SA,24
S.C. Ganguly,624,19/09/2000,IND,25
Mohammad Yousuf,618,19/09/2000,PAK,26
S. Chanderpaul,614,19/09/2000,WI,27
N. Hussain,609,19/09/2000,ENG,28
N.J. Astle,604,19/09/2000,NZ,29
S. Ramesh,599,19/09/2000,IND,30
S.P. Fleming,592,19/09/2000,NZ,31
"Ijaz Ahmed, sen.",574,19/09/2000,PAK,32
J.C. Adams,562,19/09/2000,WI,33
S.L. Campbell,557,19/09/2000,WI,34
G.P. Thorpe,551,19/09/2000,ENG,35
C.L. Hooper,531,19/09/2000,WI,36
M.P. Vaughan,502,19/09/2000,ENG,37
M.V. Boucher,491,19/09/2000,SA,38
G.A. Hick,487,19/09/2000,ENG,39
M.J. Horne,486,19/09/2000,NZ,40
H.P. Tillekeratne,482,19/09/2000,SL,41
R.P. Arnold,479,19/09/2000,SL,42
Moin Khan,476,19/09/2000,PAK,43
Wasim Akram,473,19/09/2000,PAK,44
H.H. Gibbs,471,19/09/2000,SA,45
W.W. Hinds,466,19/09/2000,WI,46
M.R. Ramprakash,464,19/09/2000,ENG,47
A.C. Parore,455,19/09/2000,NZ,48
V.V.S. Laxman,445,19/09/2000,IND,49
M.A. Butcher,443,19/09/2000,ENG,50
M.E. Trescothick,442,19/09/2000,ENG,51
G.J. Whittall,441,19/09/2000,ZIM,52
Shahid Afridi,429,19/09/2000,PAK,53
J.P. Crawley,424,19/09/2000,ENG,54
S.M. Pollock,419,19/09/2000,SA,55
C.M. Spearman,417,19/09/2000,NZ,56
A.D.R. Campbell,409,19/09/2000,ZIM,57
Younus Khan,406,19/09/2000,PAK,58
M.T.G. Elliott,405,19/09/2000,AUS,59
M.S. Sinclair,403,19/09/2000,NZ,60
D.R. Martyn,402,19/09/2000,AUS,61
R.R. Sarwan,398,19/09/2000,WI,62
Azhar Mahmood,396,19/09/2000,PAK,63
G.W. Flower,389,19/09/2000,ZIM,64
R.D. Jacobs,386,19/09/2000,WI,65
R.S. Kaluwitharana,375,19/09/2000,SL,66
S.C. Williams,359,19/09/2000,WI,67
G.J. Rennie,336,19/09/2000,ZIM,68
P.A. Strang,333,19/09/2000,ZIM,69
N.R. Mongia,326,19/09/2000,IND,70
N. Boje,324,19/09/2000,SA,71
N.V. Knight,308,19/09/2000,ENG,72
A. Kumble,302,19/09/2000,IND,73
J.R. Murray,299,19/09/2000,WI,74
Imran Nazir,297,19/09/2000,PAK,75
A.J. Tudor,296,19/09/2000,ENG,76
T.M. Dilshan,292,19/09/2000,SL,77
D.L. Vettori,291,19/09/2000,NZ,78
D.J. Nash,287,19/09/2000,NZ,79
N.A.M. McLean,281,19/09/2000,WI,80
S.K. Warne,279,19/09/2000,AUS,81
W.P.U.J.C. Vaas,275,19/09/2000,SL,82
D.G. Cork,268,19/09/2000,ENG,83
H.D.P.K. Dharmasena,264,19/09/2000,SL,84
C.Z. Harris,260,19/09/2000,NZ,85
A. Flintoff,258,19/09/2000,ENG,86
H.H. Streak,245,19/09/2000,ZIM,87
Abdul Razzaq,236,19/09/2000,PAK,88
S.V. Carlisle,234,19/09/2000,ZIM,89
D.S. Lehmann,229,19/09/2000,AUS,90
D.W. Fleming,226,19/09/2000,AUS,91
R.D.B. Croft,216,19/09/2000,ENG,92
Rashid Latif,215,19/09/2000,PAK,93
J. Srinath,211,19/09/2000,IND,94
A.R. Caddick,206,19/09/2000,ENG,95
U.D.U. Chandana,200,19/09/2000,SL,96
B.C. Strang,200,19/09/2000,ZIM,96
C.B. Wishart,198,19/09/2000,ZIM,98
M.L. Hayden,197,19/09/2000,AUS,99
D. Gough,195,19/09/2000,ENG,100
S.R. Tendulkar,862,26/09/2000,IND,1
S.R. Waugh,820,26/09/2000,AUS,2
Saeed Anwar,799,26/09/2000,PAK,3
R.T. Ponting,791,26/09/2000,AUS,4
Inzamam-ul-Haq,777,26/09/2000,PAK,5
B.C. Lara,755,26/09/2000,WI,6
J.L. Langer,749,26/09/2000,AUS,7
A.J. Stewart,708,26/09/2000,ENG,8
A. Flower,706,26/09/2000,ZIM,9
D.P.M.D. Jayawardena,704,26/09/2000,SL,10
J.H. Kallis,699,26/09/2000,SA,11
C.L. Cairns,699,26/09/2000,NZ,11
M.A. Atherton,693,26/09/2000,ENG,13
C.D. McMillan,684,26/09/2000,NZ,14
