name,rating,rate_date,nations,rank
J.P. Crawley,450,01/06/2000,ENG,50
A.C. Parore,447,01/06/2000,NZ,51
V.V.S. Laxman,445,01/06/2000,IND,52
G.J. Whittall,442,01/06/2000,ZIM,53
Shahid Afridi,442,01/06/2000,PAK,53
M.J. Horne,439,01/06/2000,NZ,55
R.S. Kaluwitharana,437,01/06/2000,SL,56
Mohammad Wasim,430,01/06/2000,PAK,57
Azhar Mahmood,421,01/06/2000,PAK,58
C.M. Spearman,421,01/06/2000,NZ,58
G.W. Flower,421,01/06/2000,ZIM,58
A.F.G. Griffith,408,01/06/2000,WI,61
M.T.G. Elliott,405,01/06/2000,AUS,62
D.R. Martyn,402,01/06/2000,AUS,63
Wasim Akram,386,01/06/2000,PAK,64
M.S. Sinclair,382,01/06/2000,NZ,65
M.P. Vaughan,381,01/06/2000,ENG,66
N. Boje,378,01/06/2000,SA,67
S.C. Williams,377,01/06/2000,WI,68
R.D. Jacobs,374,01/06/2000,WI,69
N.C. Johnson,372,01/06/2000,ZIM,70
A.D.R. Campbell,355,01/06/2000,ZIM,71
P.A. Strang,342,01/06/2000,ZIM,72
G.J. Rennie,339,01/06/2000,ZIM,73
N.R. Mongia,326,01/06/2000,IND,74
J.R. Murray,315,01/06/2000,WI,75
A.J. Tudor,314,01/06/2000,ENG,76
T.M. Dilshan,310,01/06/2000,SL,77
N.V. Knight,306,01/06/2000,ENG,78
Imran Nazir,303,01/06/2000,PAK,79
A. Kumble,302,01/06/2000,IND,80
H.D.P.K. Dharmasena,291,01/06/2000,SL,81
D.J. Nash,290,01/06/2000,NZ,82
S.K. Warne,279,01/06/2000,AUS,83
W.P.U.J.C. Vaas,278,01/06/2000,SL,84
D.L. Vettori,273,01/06/2000,NZ,85
A. Flintoff,269,01/06/2000,ENG,86
C.Z. Harris,262,01/06/2000,NZ,87
N.A.M. McLean,251,01/06/2000,WI,88
R.R. Sarwan,250,01/06/2000,WI,89
Younus Khan,250,01/06/2000,PAK,89
D.S. Lehmann,229,01/06/2000,AUS,91
D.W. Fleming,226,01/06/2000,AUS,92
H.H. Streak,221,01/06/2000,ZIM,93
Rashid Latif,221,01/06/2000,PAK,93
D.G. Cork,221,01/06/2000,ENG,93
A.R. Caddick,219,01/06/2000,ENG,96
Abdul Razzaq,219,01/06/2000,PAK,96
J. Srinath,211,01/06/2000,IND,98
C.B. Wishart,210,01/06/2000,ZIM,99
B.C. Strang,210,01/06/2000,ZIM,99
S.R. Tendulkar,862,08/06/2000,IND,1
B.C. Lara,848,08/06/2000,WI,2
S.R. Waugh,820,08/06/2000,AUS,3
R.T. Ponting,791,08/06/2000,AUS,4
Inzamam-ul-Haq,779,08/06/2000,PAK,5
Saeed Anwar,772,08/06/2000,PAK,6
P.A. de Silva,770,08/06/2000,SL,7
J.L. Langer,749,08/06/2000,AUS,8
A.J. Stewart,745,08/06/2000,ENG,9
J.H. Kallis,714,08/06/2000,SA,10
A. Flower,714,08/06/2000,ZIM,10
D.J. Cullinan,713,08/06/2000,SA,12
N. Hussain,687,08/06/2000,ENG,13
G. Kirsten,679,08/06/2000,SA,14
C.D. McMillan,675,08/06/2000,NZ,15
M.J. Slater,667,08/06/2000,AUS,16
M.W. Goodwin,664,08/06/2000,ZIM,17
C.L. Cairns,664,08/06/2000,NZ,17
R. Dravid,661,08/06/2000,IND,19
A.C. Gilchrist,647,08/06/2000,AUS,20
Mohammad Yousuf,646,08/06/2000,PAK,21
M.E. Waugh,640,08/06/2000,AUS,22
S. Chanderpaul,636,08/06/2000,WI,23
N.J. Astle,628,08/06/2000,NZ,24
M.A. Atherton,625,08/06/2000,ENG,25
S.C. Ganguly,624,08/06/2000,IND,26
S.P. Fleming,616,08/06/2000,NZ,27
J.C. Adams,600,08/06/2000,WI,28
S. Ramesh,599,08/06/2000,IND,29
"Ijaz Ahmed, sen.",592,08/06/2000,PAK,30
W.W. Hinds,579,08/06/2000,WI,31
S.L. Campbell,560,08/06/2000,WI,32
C.L. Hooper,558,08/06/2000,WI,33
D.P.M.D. Jayawardena,556,08/06/2000,SL,34
G.P. Thorpe,555,08/06/2000,ENG,35
S.T. Jayasuriya,553,08/06/2000,SL,36
L. Klusener,551,08/06/2000,SA,37
J.N. Rhodes,550,08/06/2000,SA,38
A. Ranatunga,546,08/06/2000,SL,39
M.R. Ramprakash,527,08/06/2000,ENG,40
H.P. Tillekeratne,512,08/06/2000,SL,41
R.P. Arnold,508,08/06/2000,SL,42
M.S. Atapattu,502,08/06/2000,SL,43
M.V. Boucher,500,08/06/2000,SA,44
G.A. Hick,492,08/06/2000,ENG,45
H.H. Gibbs,485,08/06/2000,SA,46
M.A. Butcher,466,08/06/2000,ENG,47
Moin Khan,460,08/06/2000,PAK,48
S.M. Pollock,454,08/06/2000,SA,49
A.C. Parore,447,08/06/2000,NZ,50
J.P. Crawley,446,08/06/2000,ENG,51
V.V.S. Laxman,445,08/06/2000,IND,52
G.J. Whittall,445,08/06/2000,ZIM,52
Shahid Afridi,442,08/06/2000,PAK,54
M.J. Horne,439,08/06/2000,NZ,55
R.S. Kaluwitharana,437,08/06/2000,SL,56
Mohammad Wasim,430,08/06/2000,PAK,57
Azhar Mahmood,421,08/06/2000,PAK,58
C.M. Spearman,421,08/06/2000,NZ,58
A.F.G. Griffith,408,08/06/2000,WI,60
M.T.G. Elliott,405,08/06/2000,AUS,61
D.R. Martyn,402,08/06/2000,AUS,62
G.W. Flower,402,08/06/2000,ZIM,62
N.C. Johnson,389,08/06/2000,ZIM,64
Wasim Akram,386,08/06/2000,PAK,65
M.S. Sinclair,382,08/06/2000,NZ,66
N. Boje,378,08/06/2000,SA,67
M.P. Vaughan,377,08/06/2000,ENG,68
S.C. Williams,377,08/06/2000,WI,68
R.D. Jacobs,374,08/06/2000,WI,70
A.D.R. Campbell,355,08/06/2000,ZIM,71
P.A. Strang,339,08/06/2000,ZIM,72
G.J. Rennie,335,08/06/2000,ZIM,73
N.R. Mongia,326,08/06/2000,IND,74
J.R. Murray,315,08/06/2000,WI,75
A.J. Tudor,311,08/06/2000,ENG,76
T.M. Dilshan,310,08/06/2000,SL,77
Imran Nazir,303,08/06/2000,PAK,78
A. Kumble,302,08/06/2000,IND,79
H.D.P.K. Dharmasena,291,08/06/2000,SL,80
D.J. Nash,290,08/06/2000,NZ,81
N.V. Knight,282,08/06/2000,ENG,82
S.K. Warne,279,08/06/2000,AUS,83
W.P.U.J.C. Vaas,278,08/06/2000,SL,84
D.L. Vettori,273,08/06/2000,NZ,85
A. Flintoff,265,08/06/2000,ENG,86
C.Z. Harris,262,08/06/2000,NZ,87
N.A.M. McLean,251,08/06/2000,WI,88
R.R. Sarwan,250,08/06/2000,WI,89
Younus Khan,250,08/06/2000,PAK,89
D.S. Lehmann,229,08/06/2000,AUS,91
D.W. Fleming,226,08/06/2000,AUS,92
Rashid Latif,221,08/06/2000,PAK,93
H.H. Streak,221,08/06/2000,ZIM,93
D.G. Cork,219,08/06/2000,ENG,95
Abdul Razzaq,219,08/06/2000,PAK,95
A.R. Caddick,218,08/06/2000,ENG,97
J. Srinath,211,08/06/2000,IND,98
B.C. Strang,208,08/06/2000,ZIM,99
S.V. Carlisle,208,08/06/2000,ZIM,99
S.R. Tendulkar,862,20/06/2000,IND,1
B.C. Lara,848,20/06/2000,WI,2
S.R. Waugh,820,20/06/2000,AUS,3
R.T. Ponting,791,20/06/2000,AUS,4
Saeed Anwar,768,20/06/2000,PAK,5
P.A. de Silva,759,20/06/2000,SL,6
Inzamam-ul-Haq,752,20/06/2000,PAK,7
J.L. Langer,749,20/06/2000,AUS,8
J.H. Kallis,714,20/06/2000,SA,9
A. Flower,714,20/06/2000,ZIM,9
A.J. Stewart,713,20/06/2000,ENG,11
D.J. Cullinan,713,20/06/2000,SA,11
G. Kirsten,679,20/06/2000,SA,13
C.D. McMillan,675,20/06/2000,NZ,14
M.J. Slater,667,20/06/2000,AUS,15
C.L. Cairns,664,20/06/2000,NZ,16
N. Hussain,662,20/06/2000,ENG,17
R. Dravid,661,20/06/2000,IND,18
S. Chanderpaul,656,20/06/2000,WI,19
A.C. Gilchrist,647,20/06/2000,AUS,20
M.E. Waugh,640,20/06/2000,AUS,21
J.C. Adams,634,20/06/2000,WI,22
N.J. Astle,628,20/06/2000,NZ,23
S.C. Ganguly,624,20/06/2000,IND,24
Mohammad Yousuf,619,20/06/2000,PAK,25
M.A. Atherton,618,20/06/2000,ENG,26
S.P. Fleming,616,20/06/2000,NZ,27
S. Ramesh,599,20/06/2000,IND,28
"Ijaz Ahmed, sen.",586,20/06/2000,PAK,29
D.P.M.D. Jayawardena,580,20/06/2000,SL,30
S.L. Campbell,573,20/06/2000,WI,31
W.W. Hinds,572,20/06/2000,WI,32
M.S. Atapattu,555,20/06/2000,SL,33
C.L. Hooper,553,20/06/2000,WI,34
L. Klusener,551,20/06/2000,SA,35
J.N. Rhodes,550,20/06/2000,SA,36
G.P. Thorpe,549,20/06/2000,ENG,37
S.T. Jayasuriya,541,20/06/2000,SL,38
A. Ranatunga,521,20/06/2000,SL,39
M.R. Ramprakash,507,20/06/2000,ENG,40
H.P. Tillekeratne,506,20/06/2000,SL,41
M.V. Boucher,500,20/06/2000,SA,42
H.H. Gibbs,485,20/06/2000,SA,43
Moin Khan,474,20/06/2000,PAK,44
R.P. Arnold,471,20/06/2000,SL,45
G.A. Hick,463,20/06/2000,ENG,46
M.A. Butcher,461,20/06/2000,ENG,47
S.M. Pollock,454,20/06/2000,SA,48
A.C. Parore,447,20/06/2000,NZ,49
G.J. Whittall,445,20/06/2000,ZIM,50
V.V.S. Laxman,445,20/06/2000,IND,50
J.P. Crawley,441,20/06/2000,ENG,52
Wasim Akram,440,20/06/2000,PAK,53
M.J. Horne,439,20/06/2000,NZ,54
Shahid Afridi,438,20/06/2000,PAK,55
Mohammad Wasim,435,20/06/2000,PAK,56
C.M. Spearman,421,20/06/2000,NZ,57
Azhar Mahmood,417,20/06/2000,PAK,58
R.S. Kaluwitharana,413,20/06/2000,SL,59
M.T.G. Elliott,405,20/06/2000,AUS,60
A.F.G. Griffith,404,20/06/2000,WI,61
G.W. Flower,402,20/06/2000,ZIM,62
D.R. Martyn,402,20/06/2000,AUS,62
M.S. Sinclair,382,20/06/2000,NZ,64
N. Boje,378,20/06/2000,SA,65
M.P. Vaughan,374,20/06/2000,ENG,66
S.C. Williams,373,20/06/2000,WI,67
R.D. Jacobs,363,20/06/2000,WI,68
A.D.R. Campbell,355,20/06/2000,ZIM,69
P.A. Strang,339,20/06/2000,ZIM,70
G.J. Rennie,335,20/06/2000,ZIM,71
N.V. Knight,334,20/06/2000,ENG,72
N.R. Mongia,326,20/06/2000,IND,73
J.R. Murray,312,20/06/2000,WI,74
A.J. Tudor,308,20/06/2000,ENG,75
Younus Khan,308,20/06/2000,PAK,75
T.M. Dilshan,307,20/06/2000,SL,77
A. Kumble,302,20/06/2000,IND,78
Imran Nazir,300,20/06/2000,PAK,79
D.J. Nash,290,20/06/2000,NZ,80
H.D.P.K. Dharmasena,288,20/06/2000,SL,81
S.K. Warne,279,20/06/2000,AUS,82
W.P.U.J.C. Vaas,278,20/06/2000,SL,83
D.L. Vettori,273,20/06/2000,NZ,84
A. Flintoff,269,20/06/2000,ENG,85
C.Z. Harris,262,20/06/2000,NZ,86
N.A.M. McLean,249,20/06/2000,WI,87
R.R. Sarwan,248,20/06/2000,WI,88
A.R. Caddick,229,20/06/2000,ENG,89
D.S. Lehmann,229,20/06/2000,AUS,89
D.W. Fleming,226,20/06/2000,AUS,91
H.H. Streak,221,20/06/2000,ZIM,92
Rashid Latif,219,20/06/2000,PAK,93
D.G. Cork,217,20/06/2000,ENG,94
J. Srinath,211,20/06/2000,IND,95
S.V. Carlisle,208,20/06/2000,ZIM,96
B.C. Strang,208,20/06/2000,ZIM,96
C.B. Wishart,207,20/06/2000,ZIM,98
Abdul Razzaq,202,20/06/2000,PAK,99
C.E.L. Ambrose,201,20/06/2000,WI,100
S.R. Tendulkar,862,27/06/2000,IND,1
B.C. Lara,848,27/06/2000,WI,2
S.R. Waugh,820,27/06/2000,AUS,3
Saeed Anwar,799,27/06/2000,PAK,4
R.T. Ponting,791,27/06/2000,AUS,5
Inzamam-ul-Haq,777,27/06/2000,PAK,6
J.L. Langer,749,27/06/2000,AUS,7
P.A. de Silva,724,27/06/2000,SL,8
A. Flower,714,27/06/2000,ZIM,9
J.H. Kallis,714,27/06/2000,SA,9
A.J. Stewart,713,27/06/2000,ENG,11
D.J. Cullinan,713,27/06/2000,SA,11
G. Kirsten,679,27/06/2000,SA,13
C.D. McMillan,675,27/06/2000,NZ,14
M.J. Slater,667,27/06/2000,AUS,15
C.L. Cairns,664,27/06/2000,NZ,16
N. Hussain,662,27/06/2000,ENG,17
R. Dravid,661,27/06/2000,IND,18
S. Chanderpaul,656,27/06/2000,WI,19
A.C. Gilchrist,647,27/06/2000,AUS,20
M.E. Waugh,640,27/06/2000,AUS,21
J.C. Adams,634,27/06/2000,WI,22
N.J. Astle,628,27/06/2000,NZ,23
S.C. Ganguly,624,27/06/2000,IND,24
M.A. Atherton,618,27/06/2000,ENG,25
Mohammad Yousuf,618,27/06/2000,PAK,25
S.P. Fleming,616,27/06/2000,NZ,27
S. Ramesh,599,27/06/2000,IND,28
D.P.M.D. Jayawardena,593,27/06/2000,SL,29
"Ijaz Ahmed, sen.",580,27/06/2000,PAK,30
S.L. Campbell,573,27/06/2000,WI,31
W.W. Hinds,572,27/06/2000,WI,32
M.S. Atapattu,555,27/06/2000,SL,33
C.L. Hooper,553,27/06/2000,WI,34
L. Klusener,551,27/06/2000,SA,35
A. Ranatunga,551,27/06/2000,SL,35
J.N. Rhodes,550,27/06/2000,SA,37
G.P. Thorpe,549,27/06/2000,ENG,38
S.T. Jayasuriya,535,27/06/2000,SL,39
M.R. Ramprakash,507,27/06/2000,ENG,40
H.P. Tillekeratne,501,27/06/2000,SL,41
M.V. Boucher,500,27/06/2000,SA,42
H.H. Gibbs,485,27/06/2000,SA,43
Moin Khan,476,27/06/2000,PAK,44
Wasim Akram,473,27/06/2000,PAK,45
G.A. Hick,463,27/06/2000,ENG,46
M.A. Butcher,461,27/06/2000,ENG,47
R.P. Arnold,455,27/06/2000,SL,48
S.M. Pollock,454,27/06/2000,SA,49
A.C. Parore,447,27/06/2000,NZ,50
G.J. Whittall,445,27/06/2000,ZIM,51
V.V.S. Laxman,445,27/06/2000,IND,51
J.P. Crawley,441,27/06/2000,ENG,53
M.J. Horne,439,27/06/2000,NZ,54
Mohammad Wasim,435,27/06/2000,PAK,55
Shahid Afridi,434,27/06/2000,PAK,56
C.M. Spearman,421,27/06/2000,NZ,57
Younus Khan,406,27/06/2000,PAK,58
M.T.G. Elliott,405,27/06/2000,AUS,59
A.F.G. Griffith,404,27/06/2000,WI,60
D.R. Martyn,402,27/06/2000,AUS,61
G.W. Flower,402,27/06/2000,ZIM,61
Azhar Mahmood,400,27/06/2000,PAK,63
R.S. Kaluwitharana,390,27/06/2000,SL,64
M.S. Sinclair,382,27/06/2000,NZ,65
N. Boje,378,27/06/2000,SA,66
M.P. Vaughan,374,27/06/2000,ENG,67
S.C. Williams,373,27/06/2000,WI,68
R.D. Jacobs,363,27/06/2000,WI,69
A.D.R. Campbell,355,27/06/2000,ZIM,70
P.A. Strang,339,27/06/2000,ZIM,71
G.J. Rennie,335,27/06/2000,ZIM,72
N.V. Knight,334,27/06/2000,ENG,73
N.R. Mongia,326,27/06/2000,IND,74
J.R. Murray,312,27/06/2000,WI,75
A.J. Tudor,308,27/06/2000,ENG,76
T.M. Dilshan,304,27/06/2000,SL,77
A. Kumble,302,27/06/2000,IND,78
Imran Nazir,297,27/06/2000,PAK,79
D.J. Nash,290,27/06/2000,NZ,80
H.D.P.K. Dharmasena,285,27/06/2000,SL,81
S.K. Warne,279,27/06/2000,AUS,82
D.L. Vettori,273,27/06/2000,NZ,83
W.P.U.J.C. Vaas,272,27/06/2000,SL,84
A. Flintoff,269,27/06/2000,ENG,85
C.Z. Harris,262,27/06/2000,NZ,86
N.A.M. McLean,249,27/06/2000,WI,87
R.R. Sarwan,248,27/06/2000,WI,88
Abdul Razzaq,236,27/06/2000,PAK,89
A.R. Caddick,229,27/06/2000,ENG,90
D.S. Lehmann,229,27/06/2000,AUS,90
D.W. Fleming,226,27/06/2000,AUS,92
H.H. Streak,221,27/06/2000,ZIM,93
Rashid Latif,217,27/06/2000,PAK,94
D.G. Cork,217,27/06/2000,ENG,94
J. Srinath,211,27/06/2000,IND,96
S.V. Carlisle,208,27/06/2000,ZIM,97
B.C. Strang,208,27/06/2000,ZIM,97
C.B. Wishart,207,27/06/2000,ZIM,99
C.E.L. Ambrose,201,27/06/2000,WI,100
S.R. Tendulkar,862,04/07/2000,IND,1
S.R. Waugh,820,04/07/2000,AUS,2
B.C. Lara,806,04/07/2000,WI,3
Saeed Anwar,799,04/07/2000,PAK,4
R.T. Ponting,791,04/07/2000,AUS,5
Inzamam-ul-Haq,777,04/07/2000,PAK,6
J.L. Langer,749,04/07/2000,AUS,7
A.J. Stewart,715,04/07/2000,ENG,8
A. Flower,714,04/07/2000,ZIM,9
J.H. Kallis,714,04/07/2000,SA,9
D.J. Cullinan,713,04/07/2000,SA,11
P.A. de Silva,705,04/07/2000,SL,12
G. Kirsten,679,04/07/2000,SA,13
C.D. McMillan,675,04/07/2000,NZ,14
M.J. Slater,667,04/07/2000,AUS,15
C.L. Cairns,664,04/07/2000,NZ,16
R. Dravid,661,04/07/2000,IND,17
N. Hussain,655,04/07/2000,ENG,18
A.C. Gilchrist,647,04/07/2000,AUS,19
M.E. Waugh,640,04/07/2000,AUS,20
S. Chanderpaul,633,04/07/2000,WI,21
N.J. Astle,628,04/07/2000,NZ,22
M.S. Atapattu,627,04/07/2000,SL,23
M.A. Atherton,627,04/07/2000,ENG,23
S.C. Ganguly,624,04/07/2000,IND,25
Mohammad Yousuf,618,04/07/2000,PAK,26
S.P. Fleming,616,04/07/2000,NZ,27
J.C. Adams,601,04/07/2000,WI,28
S. Ramesh,599,04/07/2000,IND,29
S.T. Jayasuriya,592,04/07/2000,SL,30
S.L. Campbell,585,04/07/2000,WI,31
D.P.M.D. Jayawardena,575,04/07/2000,SL,32
"Ijaz Ahmed, sen.",574,04/07/2000,PAK,33
W.W. Hinds,564,04/07/2000,WI,34
L. Klusener,551,04/07/2000,SA,35
J.N. Rhodes,550,04/07/2000,SA,36
C.L. Hooper,547,04/07/2000,WI,37
G.P. Thorpe,544,04/07/2000,ENG,38
A. Ranatunga,537,04/07/2000,SL,39
M.V. Boucher,500,04/07/2000,SA,40
H.P. Tillekeratne,496,04/07/2000,SL,41
H.H. Gibbs,485,04/07/2000,SA,42
M.R. Ramprakash,478,04/07/2000,ENG,43
Moin Khan,476,04/07/2000,PAK,44
G.A. Hick,476,04/07/2000,ENG,44
Wasim Akram,473,04/07/2000,PAK,46
M.A. Butcher,456,04/07/2000,ENG,47
S.M. Pollock,454,04/07/2000,SA,48
R.P. Arnold,452,04/07/2000,SL,49
A.C. Parore,447,04/07/2000,NZ,50
G.J. Whittall,445,04/07/2000,ZIM,51
V.V.S. Laxman,445,04/07/2000,IND,51
M.J. Horne,439,04/07/2000,NZ,53
J.P. Crawley,437,04/07/2000,ENG,54
M.P. Vaughan,432,04/07/2000,ENG,55
Shahid Afridi,429,04/07/2000,PAK,56
C.M. Spearman,421,04/07/2000,NZ,57
Younus Khan,406,04/07/2000,PAK,58
M.T.G. Elliott,405,04/07/2000,AUS,59
D.R. Martyn,402,04/07/2000,AUS,60
G.W. Flower,402,04/07/2000,ZIM,60
Azhar Mahmood,396,04/07/2000,PAK,62
A.F.G. Griffith,391,04/07/2000,WI,63
R.S. Kaluwitharana,386,04/07/2000,SL,64
M.S. Sinclair,382,04/07/2000,NZ,65
N. Boje,378,04/07/2000,SA,66
S.C. Williams,370,04/07/2000,WI,67
A.D.R. Campbell,355,04/07/2000,ZIM,68
R.D. Jacobs,351,04/07/2000,WI,69
P.A. Strang,339,04/07/2000,ZIM,70
G.J. Rennie,335,04/07/2000,ZIM,71
N.R. Mongia,326,04/07/2000,IND,72
N.V. Knight,317,04/07/2000,ENG,73
J.R. Murray,308,04/07/2000,WI,74
A.J. Tudor,305,04/07/2000,ENG,75
A. Kumble,302,04/07/2000,IND,76
T.M. Dilshan,301,04/07/2000,SL,77
Imran Nazir,297,04/07/2000,PAK,78
H.D.P.K. Dharmasena,293,04/07/2000,SL,79
D.J. Nash,290,04/07/2000,NZ,80
S.K. Warne,279,04/07/2000,AUS,81
D.L. Vettori,273,04/07/2000,NZ,82
W.P.U.J.C. Vaas,272,04/07/2000,SL,83
A. Flintoff,266,04/07/2000,ENG,84
C.Z. Harris,262,04/07/2000,NZ,85
D.G. Cork,254,04/07/2000,ENG,86
N.A.M. McLean,246,04/07/2000,WI,87
R.R. Sarwan,245,04/07/2000,WI,88
Abdul Razzaq,236,04/07/2000,PAK,89
C. White,230,04/07/2000,ENG,90
D.S. Lehmann,229,04/07/2000,AUS,91
A.R. Caddick,227,04/07/2000,ENG,92
D.W. Fleming,226,04/07/2000,AUS,93
H.H. Streak,221,04/07/2000,ZIM,94
Rashid Latif,215,04/07/2000,PAK,95
J. Srinath,211,04/07/2000,IND,96
S.V. Carlisle,208,04/07/2000,ZIM,97
B.C. Strang,208,04/07/2000,ZIM,97
C.B. Wishart,207,04/07/2000,ZIM,99
D. Gough,198,04/07/2000,ENG,100
S.R. Tendulkar,862,26/07/2000,IND,1
S.R. Waugh,820,26/07/2000,AUS,2
B.C. Lara,806,26/07/2000,WI,3
Saeed Anwar,799,26/07/2000,PAK,4
R.T. Ponting,791,26/07/2000,AUS,5
Inzamam-ul-Haq,777,26/07/2000,PAK,6
J.L. Langer,749,26/07/2000,AUS,7
D.J. Cullinan,737,26/07/2000,SA,8
A.J. Stewart,715,26/07/2000,ENG,9
A. Flower,714,26/07/2000,ZIM,10
J.H. Kallis,705,26/07/2000,SA,11
P.A. de Silva,698,26/07/2000,SL,12
C.D. McMillan,675,26/07/2000,NZ,13
G. Kirsten,671,26/07/2000,SA,14
D.P.M.D. Jayawardena,668,26/07/2000,SL,15
M.J. Slater,667,26/07/2000,AUS,16
C.L. Cairns,664,26/07/2000,NZ,17
R. Dravid,661,26/07/2000,IND,18
N. Hussain,655,26/07/2000,ENG,19
S.T. Jayasuriya,649,26/07/2000,SL,20
A.C. Gilchrist,647,26/07/2000,AUS,21
M.E. Waugh,640,26/07/2000,AUS,22
M.S. Atapattu,635,26/07/2000,SL,23
S. Chanderpaul,633,26/07/2000,WI,24
N.J. Astle,628,26/07/2000,NZ,25
M.A. Atherton,627,26/07/2000,ENG,26
S.C. Ganguly,624,26/07/2000,IND,27
Mohammad Yousuf,618,26/07/2000,PAK,28
S.P. Fleming,616,26/07/2000,NZ,29
J.C. Adams,601,26/07/2000,WI,30
S. Ramesh,599,26/07/2000,IND,31
S.L. Campbell,585,26/07/2000,WI,32
"Ijaz Ahmed, sen.",574,26/07/2000,PAK,33
W.W. Hinds,564,26/07/2000,WI,34
J.N. Rhodes,561,26/07/2000,SA,35
C.L. Hooper,547,26/07/2000,WI,36
G.P. Thorpe,544,26/07/2000,ENG,37
A. Ranatunga,528,26/07/2000,SL,38
L. Klusener,528,26/07/2000,SA,38
H.P. Tillekeratne,491,26/07/2000,SL,40
H.H. Gibbs,480,26/07/2000,SA,41
M.R. Ramprakash,478,26/07/2000,ENG,42
G.A. Hick,476,26/07/2000,ENG,43
Moin Khan,476,26/07/2000,PAK,43
Wasim Akram,473,26/07/2000,PAK,45
M.V. Boucher,469,26/07/2000,SA,46
M.A. Butcher,456,26/07/2000,ENG,47
A.C. Parore,447,26/07/2000,NZ,48
G.J. Whittall,445,26/07/2000,ZIM,49
V.V.S. Laxman,445,26/07/2000,IND,49
M.J. Horne,439,26/07/2000,NZ,51
R.P. Arnold,438,26/07/2000,SL,52
J.P. Crawley,437,26/07/2000,ENG,53
M.P. Vaughan,432,26/07/2000,ENG,54
S.M. Pollock,431,26/07/2000,SA,55
Shahid Afridi,429,26/07/2000,PAK,56
C.M. Spearman,421,26/07/2000,NZ,57
Younus Khan,406,26/07/2000,PAK,58
M.T.G. Elliott,405,26/07/2000,AUS,59
D.R. Martyn,402,26/07/2000,AUS,60
G.W. Flower,402,26/07/2000,ZIM,60
Azhar Mahmood,396,26/07/2000,PAK,62
A.F.G. Griffith,391,26/07/2000,WI,63
R.S. Kaluwitharana,382,26/07/2000,SL,64
M.S. Sinclair,382,26/07/2000,NZ,64
S.C. Williams,370,26/07/2000,WI,66
A.D.R. Campbell,355,26/07/2000,ZIM,67
R.D. Jacobs,351,26/07/2000,WI,68
P.A. Strang,339,26/07/2000,ZIM,69
G.J. Rennie,335,26/07/2000,ZIM,70
N.R. Mongia,326,26/07/2000,IND,71
N. Boje,317,26/07/2000,SA,72
N.V. Knight,317,26/07/2000,ENG,72
J.R. Murray,308,26/07/2000,WI,74
A.J. Tudor,305,26/07/2000,ENG,75
A. Kumble,302,26/07/2000,IND,76
T.M. Dilshan,298,26/07/2000,SL,77
W.P.U.J.C. Vaas,297,26/07/2000,SL,78
Imran Nazir,297,26/07/2000,PAK,78
D.J. Nash,290,26/07/2000,NZ,80
H.D.P.K. Dharmasena,285,26/07/2000,SL,81
S.K. Warne,279,26/07/2000,AUS,82
D.L. Vettori,273,26/07/2000,NZ,83
A. Flintoff,266,26/07/2000,ENG,84
C.Z. Harris,262,26/07/2000,NZ,85
D.G. Cork,254,26/07/2000,ENG,86
N.A.M. McLean,246,26/07/2000,WI,87
R.R. Sarwan,245,26/07/2000,WI,88
Abdul Razzaq,236,26/07/2000,PAK,89
C. White,230,26/07/2000,ENG,90
D.S. Lehmann,229,26/07/2000,AUS,91
A.R. Caddick,227,26/07/2000,ENG,92
D.W. Fleming,226,26/07/2000,AUS,93
H.H. Streak,221,26/07/2000,ZIM,94
Rashid Latif,215,26/07/2000,PAK,95
J. Srinath,211,26/07/2000,IND,96
S.V. Carlisle,208,26/07/2000,ZIM,97
B.C. Strang,208,26/07/2000,ZIM,97
C.B. Wishart,207,26/07/2000,ZIM,99
R.D.B. Croft,198,26/07/2000,ENG,100
S.R. Tendulkar,862,05/08/2000,IND,1
S.R. Waugh,820,05/08/2000,AUS,2
B.C. Lara,806,05/08/2000,WI,3
Saeed Anwar,799,05/08/2000,PAK,4
R.T. Ponting,791,05/08/2000,AUS,5
Inzamam-ul-Haq,777,05/08/2000,PAK,6
J.L. Langer,749,05/08/2000,AUS,7
J.H. Kallis,734,05/08/2000,SA,8
A.J. Stewart,715,05/08/2000,ENG,9
A. Flower,714,05/08/2000,ZIM,10
D.J. Cullinan,702,05/08/2000,SA,11
P.A. de Silva,691,05/08/2000,SL,12
C.D. McMillan,675,05/08/2000,NZ,13
M.S. Atapattu,670,05/08/2000,SL,14
M.J. Slater,667,05/08/2000,AUS,15
C.L. Cairns,664,05/08/2000,NZ,16
R. Dravid,661,05/08/2000,IND,17
N. Hussain,655,05/08/2000,ENG,18
A.C. Gilchrist,647,05/08/2000,AUS,19
G. Kirsten,643,05/08/2000,SA,20
M.E. Waugh,640,05/08/2000,AUS,21
D.P.M.D. Jayawardena,639,05/08/2000,SL,22
S. Chanderpaul,633,05/08/2000,WI,23
S.T. Jayasuriya,629,05/08/2000,SL,24
N.J. Astle,628,05/08/2000,NZ,25
M.A. Atherton,627,05/08/2000,ENG,26
S.C. Ganguly,624,05/08/2000,IND,27
Mohammad Yousuf,618,05/08/2000,PAK,28
S.P. Fleming,616,05/08/2000,NZ,29
J.C. Adams,601,05/08/2000,WI,30
S. Ramesh,599,05/08/2000,IND,31
L. Klusener,597,05/08/2000,SA,32
